@relation clusterincluster

@attribute x1 numeric
@attribute x2 numeric
@attribute class {0,1}

@data
-5.2083,6.3784e-016,1
-5.4167,6.6335e-016,1
-5.625,6.8886e-016,1
-4.1466,-0.4084,1
-4.3539,-0.42882,1
-4.5613,-0.44925,1
-4.7686,-0.46967,1
-4.9759,-0.49009,1
-5.1833,-0.51051,1
-5.3906,-0.53093,1
-5.5979,-0.55135,1
-4.0866,-0.81288,1
-4.2909,-0.85352,1
-4.4953,-0.89416,1
-4.6996,-0.93481,1
-4.9039,-0.97545,1
-5.1083,-1.0161,1
-5.3126,-1.0567,1
-5.5169,-1.0974,1
-3.9873,-1.2095,1
-4.1866,-1.27,1
-4.386,-1.3305,1
-4.5853,-1.3909,1
-4.7847,-1.4514,1
-4.9841,-1.5119,1
-5.1834,-1.5724,1
-5.3828,-1.6329,1
-3.8495,-1.5945,1
-4.042,-1.6742,1
-4.2344,-1.754,1
-4.4269,-1.8337,1
-4.6194,-1.9134,1
-4.8119,-1.9931,1
-5.0043,-2.0729,1
-5.1968,-2.1526,1
-3.6747,-1.9642,1
-3.8584,-2.0624,1
-4.0421,-2.1606,1
-4.2259,-2.2588,1
-4.4096,-2.357,1
-4.5933,-2.4552,1
-4.7771,-2.5534,1
-4.9608,-2.6516,1
-3.4645,-2.3149,1
-3.6377,-2.4306,1
-3.8109,-2.5464,1
-3.9841,-2.6621,1
-4.1573,-2.7779,1
-4.3306,-2.8936,1
-4.5038,-3.0093,1
-4.677,-3.1251,1
-3.2209,-2.6433,1
-3.3819,-2.7755,1
-3.543,-2.9076,1
-3.704,-3.0398,1
-3.8651,-3.172,1
-4.0261,-3.3041,1
-4.1871,-3.4363,1
-4.3482,-3.5685,1
-2.9463,-2.9463,1
-3.0936,-3.0936,1
-3.2409,-3.2409,1
-3.3882,-3.3882,1
-3.5355,-3.5355,1
-3.6828,-3.6828,1
-3.8302,-3.8302,1
-3.9775,-3.9775,1
-2.6433,-3.2209,1
-2.7755,-3.3819,1
-2.9076,-3.543,1
-3.0398,-3.704,1
-3.172,-3.8651,1
-3.3041,-4.0261,1
-3.4363,-4.1871,1
-3.5685,-4.3482,1
-2.3149,-3.4645,1
-2.4306,-3.6377,1
-2.5464,-3.8109,1
-2.6621,-3.9841,1
-2.7779,-4.1573,1
-2.8936,-4.3306,1
-3.0093,-4.5038,1
-3.1251,-4.677,1
-1.9642,-3.6747,1
-2.0624,-3.8584,1
-2.1606,-4.0421,1
-2.2588,-4.2259,1
-2.357,-4.4096,1
-2.4552,-4.5933,1
-2.5534,-4.7771,1
-2.6516,-4.9608,1
-1.5945,-3.8495,1
-1.6742,-4.042,1
-1.754,-4.2344,1
-1.8337,-4.4269,1
-1.9134,-4.6194,1
-1.9931,-4.8119,1
-2.0729,-5.0043,1
-2.1526,-5.1968,1
-1.2095,-3.9873,1
-1.27,-4.1866,1
-1.3305,-4.386,1
-1.3909,-4.5853,1
-1.4514,-4.7847,1
-1.5119,-4.9841,1
-1.5724,-5.1834,1
-1.6329,-5.3828,1
-0.81288,-4.0866,1
-0.85352,-4.2909,1
-0.89416,-4.4953,1
-0.93481,-4.6996,1
-0.97545,-4.9039,1
-1.0161,-5.1083,1
-1.0567,-5.3126,1
-1.0974,-5.5169,1
-0.4084,-4.1466,1
-0.42882,-4.3539,1
-0.44925,-4.5613,1
-0.46967,-4.7686,1
-0.49009,-4.9759,1
-0.51051,-5.1833,1
-0.53093,-5.3906,1
-0.55135,-5.5979,1
-7.654e-016,-4.1667,1
-8.0367e-016,-4.375,1
-8.4194e-016,-4.5833,1
-8.8021e-016,-4.7917,1
-9.1849e-016,-5,1
-9.5676e-016,-5.2083,1
-9.9503e-016,-5.4167,1
-1.0333e-015,-5.625,1
0.4084,-4.1466,1
0.42882,-4.3539,1
0.44925,-4.5613,1
0.46967,-4.7686,1
0.49009,-4.9759,1
0.51051,-5.1833,1
0.53093,-5.3906,1
0.55135,-5.5979,1
0.81288,-4.0866,1
0.85352,-4.2909,1
0.89416,-4.4953,1
0.93481,-4.6996,1
0.97545,-4.9039,1
1.0161,-5.1083,1
1.0567,-5.3126,1
1.0974,-5.5169,1
1.2095,-3.9873,1
1.27,-4.1866,1
1.3305,-4.386,1
1.3909,-4.5853,1
1.4514,-4.7847,1
1.5119,-4.9841,1
1.5724,-5.1834,1
1.6329,-5.3828,1
1.5945,-3.8495,1
1.6742,-4.042,1
1.754,-4.2344,1
1.8337,-4.4269,1
1.9134,-4.6194,1
1.9931,-4.8119,1
2.0729,-5.0043,1
2.1526,-5.1968,1
1.9642,-3.6747,1
2.0624,-3.8584,1
2.1606,-4.0421,1
2.2588,-4.2259,1
2.357,-4.4096,1
2.4552,-4.5933,1
2.5534,-4.7771,1
2.6516,-4.9608,1
2.3149,-3.4645,1
2.4306,-3.6377,1
2.5464,-3.8109,1
2.6621,-3.9841,1
2.7779,-4.1573,1
2.8936,-4.3306,1
3.0093,-4.5038,1
3.1251,-4.677,1
2.6433,-3.2209,1
2.7755,-3.3819,1
2.9076,-3.543,1
3.0398,-3.704,1
3.172,-3.8651,1
3.3041,-4.0261,1
3.4363,-4.1871,1
3.5685,-4.3482,1
2.9463,-2.9463,1
3.0936,-3.0936,1
3.2409,-3.2409,1
3.3882,-3.3882,1
3.5355,-3.5355,1
3.6828,-3.6828,1
3.8302,-3.8302,1
3.9775,-3.9775,1
3.2209,-2.6433,1
3.3819,-2.7755,1
3.543,-2.9076,1
3.704,-3.0398,1
3.8651,-3.172,1
4.0261,-3.3041,1
4.1871,-3.4363,1
4.3482,-3.5685,1
3.4645,-2.3149,1
3.6377,-2.4306,1
3.8109,-2.5464,1
3.9841,-2.6621,1
4.1573,-2.7779,1
4.3306,-2.8936,1
4.5038,-3.0093,1
4.677,-3.1251,1
3.6747,-1.9642,1
3.8584,-2.0624,1
4.0421,-2.1606,1
4.2259,-2.2588,1
4.4096,-2.357,1
4.5933,-2.4552,1
4.7771,-2.5534,1
4.9608,-2.6516,1
3.8495,-1.5945,1
4.042,-1.6742,1
4.2344,-1.754,1
4.4269,-1.8337,1
4.6194,-1.9134,1
4.8119,-1.9931,1
5.0043,-2.0729,1
5.1968,-2.1526,1
3.9873,-1.2095,1
4.1866,-1.27,1
4.386,-1.3305,1
4.5853,-1.3909,1
4.7847,-1.4514,1
4.9841,-1.5119,1
5.1834,-1.5724,1
5.3828,-1.6329,1
4.0866,-0.81288,1
4.2909,-0.85352,1
4.4953,-0.89416,1
4.6996,-0.93481,1
4.9039,-0.97545,1
5.1083,-1.0161,1
5.3126,-1.0567,1
5.5169,-1.0974,1
4.1466,-0.4084,1
4.3539,-0.42882,1
4.5613,-0.44925,1
4.7686,-0.46967,1
4.9759,-0.49009,1
5.1833,-0.51051,1
5.3906,-0.53093,1
5.5979,-0.55135,1
4.1667,-1.0205e-015,1
-0.67908,-0.73406,0
-0.61327,0.78987,0
0.99982,-0.018828,0
0.20466,1.25,0
-0.57526,-0.81797,0
-0.79019,-0.61286,0
-0.96186,0.82417,0
0.62678,0.7792,0
1.2509,0.19921,0
-1.3488,0.72928,0
0.40233,0.91549,0
-0.23249,-1.5156,0
-0.68621,0.72741,0
0.68916,-1.0628,0
-0.098926,-0.99509,0
-0.90206,-0.4316,0
0.44357,0.89624,0
0.96436,-0.26458,0
-0.096123,0.99537,0
0.88981,-0.45634,0
0.16406,0.98645,0
-0.7007,0.71346,0
1.08,0.66183,0
-0.97652,-1.1822,0
0.64748,1.3899,0
0.9602,0.2793,0
-0.21249,-1.2487,0
-0.72793,1.0366,0
-0.67456,-1.0721,0
-0.74539,0.66663,0
-0.69661,-0.71745,0
1.255,0.17177,0
0.84624,-0.5328,0
0.31235,-0.94997,0
-0.040002,-1.5328,0
0.48923,-1.1684,0
-1.1393,1.0262,0
-1.1355,-1.0304,0
-0.88959,-0.45676,0
-1.5061,-0.28781,0
-0.24053,1.5144,0
0.010912,1.2666,0
-1.2086,0.379,0
0.13958,0.99021,0
0.51441,-1.4445,0
0.99619,-0.087199,0
1.2442,0.23729,0
-1.495,-0.34073,0
1.3095,0.79769,0
0.40722,-1.1994,0
0.99767,-0.068152,0
1.1563,0.51723,0
1.4235,-0.56984,0
1.5233,0.17475,0
-0.51152,-1.1588,0
0.21039,-0.97762,0
-1.4982,-0.32637,0
0.95203,-0.83551,0
1.2348,-0.90901,0
-0.70293,-0.71126,0
0.8204,0.96509,0
0.30809,1.5021,0
0.41357,0.91047,0
1.2232,0.32902,0
0.78262,0.6225,0
-0.74408,-0.66809,0
1.1767,-0.4688,0
-0.77292,1.0035,0
-0.84644,0.53249,0
1.2605,-0.12436,0
0.94211,-0.33531,0
-0.44476,-0.89565,0
0.9973,-0.073433,0
0.10556,-0.99441,0
-0.79458,1.3114,0
-0.80213,-1.3068,0
0.0562,1.5323,0
-0.43248,1.4711,0
-0.42476,-0.9053,0
-1.2473,-0.2205,0
-0.84965,0.52735,0
-0.79916,-0.60111,0
0.0032676,-0.99999,0
-1.3269,-0.76833,0
-1.2002,-0.40496,0
-1.096,-0.63497,0
-1.2632,-0.093985,0
0.86834,0.49596,0
-0.24071,-1.2436,0
1.5329,-0.037029,0
-0.93624,1.2143,0
1.2461,-0.2275,0
-0.87337,1.2603,0
0.95822,-0.82841,0
-0.95976,0.28083,0
-1.0838,0.65553,0
0.25506,1.2407,0
0.70419,0.71001,0
-0.36178,0.93227,0
-0.14958,-0.98875,0
0.31445,-1.5007,0
-0.43813,-1.1885,0
1.5304,0.094377,0
0.55276,-0.83334,0
0.88327,-0.46886,0
0.16629,-1.2557,0
0.96429,0.26484,0
-1.1057,1.0623,0
-0.43389,-1.4707,0
-0.1626,-1.2562,0
0.16092,0.98697,0
-0.18314,1.5224,0
-0.71297,-1.3575,0
-1.518,0.21612,0
-0.71279,-0.70138,0
0.10775,1.2621,0
0.55994,1.1362,0
0.73568,-1.3453,0
0.16272,-1.5247,0
1.1608,-0.50686,0
1.1943,0.96163,0
0.52323,1.1536,0
1.029,0.73869,0
-0.99793,0.064272,0
0.34909,0.93709,0
1.2168,-0.93299,0
0.81237,0.58315,0
1.2182,0.34701,0
-1.435,-0.54015,0
0.14087,-0.99003,0
-0.37943,0.92522,0
0.54664,1.1426,0
-0.81309,1.3,0
0.31388,1.2272,0
-0.99797,-0.063747,0
0.83187,-0.55497,0
-0.87332,-0.91748,0
1.0175,0.75437,0
-0.77393,0.63328,0
1.1928,0.4262,0
-0.99997,-0.0080607,0
-1.1519,0.52689,0
0.99988,-0.015328,0
0.47813,-1.173,0
-1.5271,0.13805,0
0.78802,-0.61565,0
0.82235,0.96342,0
-0.97601,0.80737,0
0.89763,-0.44075,0
1.1002,-0.62762,0
-0.28738,-1.2336,0
-0.73608,-0.67689,0
-0.84817,1.2774,0
1.4111,-0.59986,0
1.0858,1.0827,0
-0.15413,-1.2573,0
-0.60555,-0.79581,0
0.76515,-1.3288,0
-0.80263,0.59648,0
-0.0017129,-1.5333,0
0.6463,-1.0894,0
-0.55697,1.1376,0
-0.94657,-0.3225,0
0.99141,-0.13076,0
-0.95239,-0.30488,0
-0.74226,1.3417,0
-1.1212,-1.0459,0
-0.9821,1.1775,0
0.062697,-1.5321,0
-0.85721,0.51497,0
-1.2652,0.0609,0
-0.52172,-1.4418,0
1.2481,-0.21594,0
-0.71966,1.354,0
0.52412,-0.85164,0
-0.068607,-0.99764,0
1.2145,-0.35969,0
0.97995,0.19923,0
-0.95395,1.2005,0
-0.66079,-1.0807,0
-0.24908,1.2419,0
0.18852,1.5217,0
-0.37078,-1.4878,0
-1.0871,-1.0813,0
-0.84227,-0.53905,0
-0.67577,-1.0713,0
1.4654,0.45137,0
-0.58159,0.81348,0
-0.95363,0.301,0
0.057114,0.99837,0
-0.27597,-1.2362,0
0.94877,-1.2046,0
-0.30157,1.5034,0
-0.11878,-0.99292,0
0.64819,0.76148,0
0.79477,-1.3113,0
0.98773,1.1728,0
-1.0771,-0.66664,0
-0.66675,0.74528,0
0.34912,-0.93708,0
-1.5329,-0.036421,0
-1.264,0.082757,0
1.0981,-1.0702,0
-0.60364,0.79726,0
-1.2033,0.39563,0
0.97386,-0.22715,0
1.4795,0.40273,0
0.9856,-0.16909,0
0.47215,1.1754,0
-0.6302,-1.0988,0
-1.3127,-0.79244,0
-0.69515,-1.3667,0
-0.64236,0.7664,0
-0.72777,-0.68582,0
0.37484,-0.92709,0
1.5221,0.18508,0
1.0948,0.63705,0
0.98749,-0.15767,0
-0.5809,-0.81397,0
0.14898,1.2579,0
-1.26,0.87385,0
0.91228,0.87875,0
-0.1156,0.9933,0
-0.049279,0.99879,0
-0.75271,1.3359,0
0.73007,1.0351,0
-0.73164,1.034,0
1.1068,1.0612,0
0.94567,-0.84271,0
1.0509,0.70721,0
1.3876,-0.65251,0
-1.2349,0.90889,0
0.95597,0.29345,0
-0.69459,1.0592,0
-0.13503,-1.5274,0
0.27707,-0.96085,0
-1.2166,-0.35267,0
-0.4941,-1.1663,0
0.78486,-0.61967,0
0.94132,0.33751,0
-0.50725,1.447,0
1.4692,0.4388,0
0.33592,0.94189,0
-0.28575,-1.5065,0
-0.17655,-0.98429,0
1.1031,-1.065,0
-1.3322,-0.75914,0
1.1438,0.54424,0
1.3562,-0.71541,0
0.39424,-1.2038,0
-0.34338,1.4944,0
-1.2193,-0.34316,0
0.99543,-0.095508,0
-0.27105,-1.2373,0
0.8132,-1.2999,0
-0.91336,0.40715,0
-1.2452,0.23246,0
-1.4231,-0.57084,0
-0.11967,0.99281,0
-0.0094562,-1.5333,0
-1.5329,-0.037452,0
-0.76492,-1.0096,0
-0.35492,0.9349,0
0.8152,0.96948,0
-1.2518,0.19365,0
-0.99552,1.1662,0
0.36369,-1.4896,0
0.29012,-1.5056,0
-0.75122,-1.3367,0
0.84656,0.94222,0
1.5193,0.20704,0
-1.1782,-0.46511,0
-0.31391,0.94945,0
1.176,-0.47066,0
1.5223,-0.18354,0
-0.28889,1.2333,0
0.48134,-1.4558,0
1.2181,-0.93131,0
-1.2543,-0.88188,0
0.94495,-0.84352,0
1.4385,-0.53088,0
-0.95268,-0.30398,0
-0.13538,-0.99079,0
-0.88594,-0.46381,0
1.25,0.20489,0
-1.1959,0.41758,0
-0.92985,-1.2192,0
-1.2554,-0.16825,0
-0.88042,0.91066,0
1.1691,-0.48742,0
0.73474,-1.3458,0
0.58313,-0.81238,0
-1.0673,1.1009,0
-0.83344,-0.55261,0
0.88179,-0.90934,0
0.91397,-0.40577,0
-0.6209,-1.104,0
0.33979,1.2202,0
-0.56804,-0.823,0
0.89926,0.43741,0
-0.83313,0.55308,0
-0.49856,-0.86686,0
0.91455,-0.40448,0
0.57296,-1.4223,0
-1.2607,0.12278,0
0.053699,-1.2655,0
-0.86722,0.49793,0
1.5093,-0.2704,0
1.2631,-0.095615,0
1.0078,-1.1556,0
-0.9703,0.81423,0
-1.2158,0.35536,0
0.031914,1.533,0
0.32906,-1.4976,0
0.93867,-0.85049,0
1.3134,-0.79119,0
-1.4317,-0.54906,0
-1.03,-0.73722,0
0.75174,1.0195,0
1.0234,-0.74637,0
-1.4595,0.47022,0
0.42156,1.4742,0
1.0231,-0.74677,0
0.12113,-1.5285,0
1.134,-1.0321,0
-0.27593,1.2362,0
-0.5876,-1.1221,0
-0.51293,-0.85843,0
0.71675,0.69733,0
-0.83518,0.54998,0
-0.15821,0.9874,0
-0.26333,-1.239,0
-0.20823,0.97808,0
1.2186,-0.93064,0
0.58622,-1.1228,0
-0.77062,0.6373,0
-0.99991,0.013176,0
-0.33989,-0.94047,0
0.64046,-1.0928,0
-0.77199,-0.63563,0
-0.89176,-0.45252,0
-0.70505,1.3616,0
-1.2195,0.34249,0
-0.3458,-1.4938,0
0.947,-0.84121,0
-0.23066,-1.2455,0
0.99317,0.11668,0
-0.45524,-0.89037,0
-0.92629,0.37682,0
-1.1712,0.48238,0
0.74159,0.67086,0
0.60614,-1.4084,0
-0.69488,1.3668,0
0.036336,1.5329,0
-0.69685,1.0578,0
-0.71018,0.70403,0
-0.95752,-0.28835,0
-1.172,-0.48047,0
-1.2164,0.93352,0
-1.0159,0.75651,0
-1.2608,-0.12211,0
-0.69523,-1.0588,0
1.461,-0.46543,0
-0.17287,-0.98495,0
-1.2409,0.90065,0
0.62323,-1.1027,0
0.8416,0.94665,0
1.424,0.56864,0
1.0933,0.63962,0
0.51499,0.8572,0
-0.56952,1.1314,0
-0.40447,1.2004,0
0.99731,0.073328,0
-1.4854,-0.38044,0
1.2662,0.86483,0
0.92822,1.2205,0
-0.6793,-0.73386,0
0.63413,-0.77323,0
0.98691,-0.16126,0
-1.1433,-0.54535,0
0.9998,-0.019789,0
-1.1957,-0.41813,0
-1.5261,-0.1487,0
-0.61497,1.1074,0
-1.1461,0.53931,0
-0.99868,0.05146,0
1.1426,0.54678,0
1.1675,-0.99407,0
0.91867,0.39503,0
-1.1662,0.49439,0
0.71007,-1.359,0
-0.78836,0.61521,0
-1.1598,-1.0029,0
0.64099,-1.3929,0
0.75522,-0.65547,0
0.90778,-0.41945,0
0.55742,1.4284,0
-0.082643,1.5311,0
1.0147,-0.7582,0
-1.277,-0.84876,0
-0.99971,-0.024126,0
-1.164,-0.99809,0
0.53516,-1.1481,0
-1.2413,-0.2521,0
0.29659,0.955,0
-1.4694,0.43801,0
-1.1389,0.55432,0
1.4986,-0.32458,0
-1.1174,-1.05,0
-0.33643,-0.94171,0
-0.28576,-1.5065,0
-0.7244,1.0391,0
-1.5246,-0.16338,0
-1.4371,-0.53473,0
0.84991,1.2762,0
-0.92494,-0.3801,0
-0.43054,-1.1913,0
-1.1338,0.56471,0
0.79104,-1.3135,0
-0.17891,-1.5229,0
-0.97761,1.1813,0
-1.2146,0.3594,0
-0.95742,0.82933,0
0.24514,-1.5136,0
-0.098667,-0.99512,0
-1.3885,0.65044,0
-0.4384,-1.1884,0
0.94133,-0.33748,0
0.32727,-1.498,0
-0.27554,-0.96129,0
0.77317,0.6342,0
-0.97563,0.80783,0
-0.84127,-0.54062,0
-0.96761,0.25246,0
1.2038,0.39399,0
0.16911,1.2553,0
0.63922,-1.0935,0
1.2606,0.12431,0
0.65521,-0.75544,0
0.88209,0.47109,0
-0.48702,-0.87339,0
-1,-0.0013278,0
0.30628,1.5024,0
-0.90046,-0.43494,0
1.1032,1.0649,0
-0.72882,-1.349,0
-1.2428,-0.89804,0
1.4395,0.52824,0
0.93799,0.34667,0
0.575,0.81815,0
1.2571,0.15576,0
-0.91819,0.39614,0
0.75737,-1.3332,0
-1.1348,-1.0312,0
-1.2565,-0.15978,0
0.65596,-0.75479,0
1.2534,0.88323,0
0.83771,-0.54612,0
0.98597,0.79518,0
-1.2595,-0.13502,0
0.78789,0.9918,0
-1.4279,-0.55882,0
1.5327,0.044115,0
0.16042,-1.5249,0
0.5812,-0.81376,0
1.0976,-0.63227,0
0.99665,-0.081789,0
-1.5325,-0.049445,0
-0.16997,1.2552,0
1.2362,0.90711,0
-1.5315,-0.075587,0
-1.3168,-0.78558,0
0.10245,-1.2625,0
0.86719,0.49798,0
-0.66795,-1.0762,0
-0.99431,-0.10648,0
0.47597,0.87946,0
0.9264,-0.37653,0
-0.8427,-0.53839,0
-1.4279,0.55877,0
1.4324,-0.54723,0
-0.70595,-1.0517,0
-1.2094,0.37667,0
0.81914,-1.2962,0
-1.2401,-0.25783,0
-1.4463,-0.5093,0
-0.65229,-1.3877,0
-0.85066,0.93853,0
0.085169,1.2638,0
-1.1141,-0.6027,0
0.84887,-0.94014,0
-1.2777,0.84765,0
1.1652,0.99666,0
-0.9384,0.34555,0
-0.47552,1.4577,0
-0.81411,0.58071,0
0.63354,-1.0968,0
-1.2607,0.87276,0
-1.1825,0.97608,0
-0.81015,0.9737,0
