@relation crescentFullMoon

@attribute x1 numeric
@attribute x2 numeric
@attribute class {0,1}

@data
1.6961,-0.97722,0
-3.8559,1.1521,0
-0.60382,2.5364,0
-0.17457,-2.0464,0
3.6992,-3.3423,0
-2.5294,-0.56714,0
-1.0556,-4.2202,0
4.2673,-1.6307,0
-1.5005,2.0945,0
3.6034,-1.1867,0
-0.026188,-0.58542,0
4.1121,2.3061,0
3.6644,0.14704,0
-1.0045,4.0049,0
-1.0763,-1.832,0
-0.046632,-2.9877,0
2.0679,2.3144,0
-1.0447,4.0549,0
2.1872,-3.2862,0
2.3364,2.8112,0
4.7573,0.64237,0
3.313,-0.7511,0
-0.86643,-2.3935,0
4.3656,-1.0605,0
0.93423,1.3957,0
-2.0723,-1.2988,0
0.12773,-4.4583,0
1.615,0.79852,0
4.3424,-0.96346,0
2.7652,3.8989,0
0.9192,3.614,0
-1.9802,3.8332,0
1.5379,2.3349,0
-0.72051,-3.3008,0
-0.25179,-4.1446,0
0.75077,-2.4003,0
1.5587,2.2907,0
2.2178,0.23855,0
-0.14736,-4.0107,0
2.2007,0.99874,0
-4.7433,-0.046592,0
-2.2463,-1.9222,0
1.1027,-3.0922,0
0.89821,2.9455,0
-1.0286,-2.8342,0
-2.3298,-3.2453,0
0.42795,-4.325,0
0.89901,-4.8113,0
0.10887,-1.5226,0
-3.8262,2.2938,0
-4.363,-1.5502,0
-1.5023,-1.7435,0
4.192,0.42562,0
3.0053,-3.7261,0
-1.6995,1.3575,0
-3.5836,0.50004,0
-3.1304,3.2816,0
4.2383,-1.4924,0
-0.21065,0.68126,0
-2.816,0.23305,0
4.3428,-0.69202,0
-0.35142,4.6418,0
4.0488,1.4497,0
2.5384,-3.08,0
4.8451,0.22656,0
-1.8078,1.4225,0
-4.2725,2.3185,0
4.2376,-2.4078,0
-2.858,-2.239,0
2.9687,1.9222,0
3.5911,2.2198,0
-0.234,-0.78467,0
1.7523,-1.9259,0
4.244,-2.2314,0
-3.63,-0.95163,0
0.44903,3.7285,0
1.4872,-4.5587,0
-0.96907,-2.7809,0
-3.5236,2.0177,0
-1.3906,-1.1868,0
-0.10014,-4.4752,0
1.2535,-3.7864,0
2.8526,-3.4639,0
1.6599,0.74012,0
-2.9734,0.31002,0
-1.5282,4.0977,0
-2.8484,1.5258,0
-0.4111,3.7778,0
-3.3997,2.9201,0
4.6216,-0.88412,0
0.29395,-0.38129,0
0.3336,-4.5696,0
-0.78363,4.6132,0
0.69542,4.8348,0
3.5617,0.76435,0
0.20194,4.3288,0
1.9565,3.4693,0
1.5682,3.006,0
-1.3349,-2.2411,0
-3.393,3.271,0
3.8817,-1.5885,0
-2.4616,3.6822,0
1.6271,-2.3256,0
-4.4502,-0.30525,0
2.3367,-2.3922,0
-3.5391,-3.166,0
-1.0099,3.2365,0
0.38242,4.4128,0
-1.0042,-1.6051,0
-1.4774,4.1263,0
-0.021727,-1.8381,0
1.047,1.7461,0
-4.2161,1.3374,0
3.6743,0.26087,0
1.3156,2.5412,0
3.056,-2.775,0
-3.9693,-2.5193,0
4.6605,-1.4245,0
3.6161,-1.6644,0
0.19881,-2.2051,0
-4.8731,0.052047,0
-1.3636,0.11984,0
-0.14428,4.2735,0
-1.8343,-4.6181,0
2.6215,3.233,0
-2.2568,0.13064,0
4.743,-0.93866,0
2.9866,-2.2278,0
-0.73563,4.3005,0
-2.7348,2.1573,0
-0.3225,-1.1437,0
2.0809,4.3911,0
-0.59045,-4.8346,0
3.8451,2.8156,0
1.8148,3.3887,0
-1.7906,2.4017,0
1.5163,-4.5667,0
-0.66172,-0.4663,0
0.48941,-4.0782,0
-2.5312,3.3336,0
-0.6302,1.5745,0
3.6886,3.175,0
0.18036,1.999,0
-0.25224,3.3567,0
-0.88531,-1.4993,0
-4.0119,1.9025,0
-0.062833,4.0457,0
4.3327,-1.8349,0
-1.2596,3.7671,0
0.6784,3.1386,0
1.1248,-1.004,0
1.291,3.2088,0
0.44547,4.4489,0
-1.7682,1.4134,0
-0.58353,1.9269,0
3.7454,0.44231,0
-3.4005,2.0272,0
-4.0101,-1.7157,0
0.80627,3.5561,0
0.76723,3.9255,0
0.81724,2.1717,0
6.7187,-8.6769,1
6.5626,-8.9725,1
-7.3691,-13.004,1
5.1791,-11.739,1
5.5935,-9.7912,1
-12.467,-5.4152,1
6.6393,-13.274,1
11.338,-8.3738,1
13.03,-1.3678,1
-2.3859,-13.851,1
13.744,-1.1696,1
-4.736,-12.721,1
-13.03,-5.1226,1
-10.185,-3.5014,1
4.8442,-12.252,1
-2.7208,-13.524,1
-1.4096,-13.427,1
7.0172,-9.0827,1
8.4237,-10.04,1
-2.9347,-13.568,1
-5.1802,-11.935,1
13.187,-5.7175,1
-10.894,-6.1462,1
9.4572,-9.4789,1
-1.5491,-14.782,1
-12.81,-6.113,1
-1.0841,-13.359,1
11.768,-8.3047,1
3.7661,-12.549,1
-0.63855,-13.133,1
2.9104,-11.141,1
11.892,-6.8889,1
-2.3198,-14.455,1
7.9945,-8.7759,1
11.514,-8.5768,1
-14.419,-3.9559,1
-11.211,-9.705,1
-0.26541,-14.496,1
-13.937,-4.115,1
10.931,-7.8152,1
9.1504,-8.1452,1
14.287,-1.641,1
1.4507,-11.667,1
-4.678,-11.97,1
11.423,-9.6906,1
-13.906,-3.9499,1
-13.457,-2.1213,1
5.317,-13.416,1
5.5768,-11.58,1
-4.637,-11.219,1
-6.3173,-11.105,1
-10.914,-8.8307,1
-6.4015,-12.446,1
-13.367,-5.6193,1
3.2098,-11.962,1
6.938,-10.046,1
-11.309,-5.4192,1
-14.063,-3.3219,1
-10.259,-3.7739,1
-3.9522,-13.816,1
0.50269,-11.618,1
4.4996,-13.229,1
-8.1571,-9.5652,1
2.4399,-14.107,1
11.034,-0.92824,1
-14.231,-1.7148,1
-9.4804,-9.81,1
-11.286,-9.1368,1
13.668,-4.9914,1
-0.14961,-13.364,1
10.671,-9.3162,1
13.354,-4.0607,1
11.459,-5.9087,1
13.868,-2.0331,1
6.1471,-12.511,1
-0.076638,-13.448,1
14.256,-1.0438,1
5.688,-13.767,1
-10.494,-8.2319,1
6.1876,-10.529,1
-8.605,-11.819,1
12.386,-3.1126,1
1.036,-12.658,1
8.8654,-9.1888,1
13.09,-5.8613,1
12.142,-8.8053,1
-7.8341,-8.4501,1
6.5217,-11.765,1
7.1264,-10.886,1
-1.3235,-12.352,1
-11.779,-7.2539,1
5.0447,-11.11,1
-1.0113,-11.567,1
-5.8817,-11.044,1
8.9632,-9.7091,1
-13.709,-2.6266,1
-12.446,-3.0813,1
-11.835,-2.8714,1
2.4509,-11.036,1
1.2264,-14.257,1
6.3746,-12.999,1
7.4201,-10.455,1
4.4983,-11.367,1
-7.617,-10.441,1
1.9539,-14.235,1
-10.492,-6.0845,1
2.3014,-11.687,1
10.303,-1.8356,1
12.357,-5.759,1
-1.8471,-13.483,1
10.319,-10.731,1
-8.0607,-7.9115,1
-4.0865,-14.287,1
-11.195,-5.7926,1
-9.3619,-11.692,1
8.5835,-6.4566,1
-9.0289,-9.7392,1
9.8297,-10.454,1
2.2512,-10.887,1
-11.656,-8.2623,1
-11.997,-5.5764,1
9.3628,-8.973,1
13.102,-7.2611,1
-13.242,-4.5377,1
-11.103,-8.0999,1
7.814,-9.4093,1
10.905,-4.2381,1
7.7609,-11.767,1
9.437,-10.549,1
-13.242,-1.5567,1
11.97,-7.312,1
-8.8326,-9.7414,1
-12.797,-0.39803,1
4.421,-9.9733,1
-10.068,-11.068,1
7.5632,-11.35,1
11.341,-7.9934,1
11.528,-8.0832,1
-5.0825,-9.3503,1
-7.6255,-11.926,1
9.7879,-9.9933,1
11.039,-7.5729,1
12.781,-7.8056,1
-14.492,-2.5267,1
-14.143,-0.74436,1
12.276,-7.257,1
-14.289,-2.7703,1
-2.2254,-12.531,1
-8.3961,-12.252,1
10.589,-10.336,1
-11.057,-5.2183,1
-10.881,-3.1648,1
12.797,-0.3298,1
-12.086,-4.0124,1
-3.3074,-11.744,1
-11.154,-9.6941,1
12.936,-1.9024,1
-5.5065,-10.895,1
13.036,-0.28472,1
-6.3072,-9.6574,1
-1.6235,-14.646,1
0.27081,-12.351,1
12.87,-1.5558,1
-10.197,-6.8724,1
-11.648,-7.803,1
2.7161,-12.17,1
-13.273,-0.72487,1
12.091,-3.8939,1
-6.3733,-13.56,1
1.4177,-14.228,1
-5.3039,-13.536,1
-9.274,-9.7707,1
-4.2076,-13.243,1
6.9234,-10.955,1
-9.7865,-4.6082,1
6.3523,-11.603,1
-2.4528,-14.652,1
2.6245,-10.395,1
12.588,-0.45668,1
6.9328,-8.7789,1
-12.076,-7.3722,1
-10.804,-7.8574,1
-0.45514,-14.474,1
-3.7347,-10.494,1
10.77,-7.2358,1
-13.571,-1.0925,1
10.373,-9.2804,1
-4.5111,-14.165,1
3.6227,-13.167,1
3.6091,-13.384,1
3.0693,-12.47,1
-5.9471,-10.649,1
9.6862,-9.0971,1
-10.949,-9.1669,1
11.174,-3.082,1
-11.391,-2.1948,1
-9.2048,-10.561,1
6.9629,-10.429,1
10.275,-9.8043,1
-12.081,-1.0212,1
-12.793,-3.6798,1
6.8929,-13.259,1
11.051,-9.6224,1
-11.843,-5.392,1
8.6727,-10.031,1
-10.198,-8.652,1
-11.445,-1.0796,1
5.1709,-11.669,1
-11.796,-7.5927,1
-10.219,-10.892,1
-10.003,-8.3283,1
-13.762,-1.9883,1
-13.168,-2.0755,1
13.996,-2.3921,1
-7.1816,-12.734,1
9.2396,-10.999,1
-13.734,-4.4441,1
-5.5096,-9.841,1
4.0134,-13.157,1
-2.6943,-14.171,1
-13.816,-2.6993,1
13.523,-3.671,1
-11.945,-3.9846,1
14.193,-4.437,1
6.7388,-13.228,1
-6.0431,-10.821,1
-1.6024,-14.898,1
-0.92505,-13.016,1
-4.9607,-11.291,1
10.204,-8.2829,1
-6.9329,-11.805,1
-1.1629,-12.504,1
10.449,-8.2282,1
4.2465,-13.688,1
-7.2936,-7.4979,1
-8.9289,-9.572,1
-10.67,-4.4796,1
-13.059,-5.2278,1
-6.0969,-13.631,1
-10.27,-10.598,1
7.817,-11.776,1
-12.905,-4.0645,1
6.4118,-11.943,1
-12.792,-6.2873,1
-4.7278,-11.041,1
2.4043,-13.812,1
-11.721,-0.09191,1
-7.8599,-11.767,1
11.519,-6.4986,1
-13.358,-1.0632,1
10.765,-9.5634,1
3.163,-14.582,1
-8.9253,-9.9515,1
13.477,-2.1482,1
-4.592,-12.846,1
9.9422,-7.8938,1
10.099,-9.281,1
12.596,-2.6059,1
3.0172,-13.712,1
10.53,-6.9956,1
-11.161,-8.4138,1
11.882,-5.9569,1
-6.4011,-13.263,1
11.707,-8.9445,1
-5.1027,-13.707,1
-12.512,-5.762,1
13.476,-3.9913,1
-14.183,-4.0112,1
11.607,-9.3273,1
1.1539,-13.038,1
-6.3412,-12.873,1
-10.224,-4.636,1
-11.903,-8.9406,1
12.411,-0.97894,1
-13.049,-4.2788,1
-14.363,-0.84854,1
-12.167,-5.8473,1
-8.9715,-11.852,1
0.050622,-14.174,1
12.451,-7.271,1
-10.705,-1.3125,1
3.0406,-14.036,1
11.661,-6.3677,1
-0.44474,-11.451,1
-6.9313,-11.073,1
-14.836,-1.0793,1
1.6434,-14.699,1
14.181,-4.2812,1
11.198,-4.273,1
-10.562,-3.6575,1
-11.153,-9.0168,1
-4.3812,-13.521,1
8.1696,-10.02,1
7.2414,-10.041,1
13.272,-0.91008,1
5.5857,-11.719,1
7.1389,-12.366,1
13.541,-2.079,1
-5.2118,-12.541,1
4.2507,-11.41,1
2.6648,-10.927,1
4.9939,-10.464,1
-11.17,-7.0201,1
-10.037,-8.9448,1
-8.237,-12.329,1
0.86048,-13.445,1
14.065,-1.8476,1
6.5965,-10.66,1
-10.619,-3.9889,1
11.994,-2.1402,1
7.267,-11.737,1
-5.1095,-13.682,1
5.3293,-12.178,1
-0.3826,-12.866,1
-4.4918,-11.703,1
4.8886,-12.52,1
-9.0649,-11.352,1
10.866,-6.6514,1
-8.5994,-11.845,1
2.0421,-11.369,1
-7.1855,-12.141,1
-12.371,-8.328,1
-6.5429,-9.2459,1
3.756,-14.135,1
-12.401,-5.9281,1
-12.901,-4.9303,1
8.027,-9.3892,1
11.758,-0.53304,1
-3.0416,-14.506,1
-7.2659,-9.1029,1
-11.14,-6.7029,1
-8.8827,-9.406,1
11.793,-7.9265,1
-6.3472,-12.47,1
11.466,-8.6574,1
1.0923,-14.344,1
-1.6888,-14.35,1
-11.076,-5.0519,1
-0.40464,-13.026,1
-10.278,-9.9613,1
7.4482,-10.032,1
4.8447,-14.174,1
-2.3733,-11.879,1
-12.783,-6.7841,1
-9.2399,-7.9236,1
8.3501,-12.203,1
13.499,-4.4837,1
-13.587,-6.0297,1
-2.7582,-11.414,1
5.5712,-11.123,1
4.2064,-12.299,1
14.024,-4.9752,1
10.976,-7.8148,1
-4.0633,-13.334,1
-8.319,-10.873,1
8.6089,-8.1078,1
10.079,-5.6991,1
11.016,-6.4661,1
-6.2311,-10.723,1
-3.9113,-10.663,1
11.622,-4.223,1
-12.385,-5.6398,1
-13.553,-1.7964,1
7.8761,-8.7319,1
12.278,-0.84796,1
-12.256,-3.472,1
-2.7695,-12.185,1
-12.736,-4.9868,1
3.5155,-12.755,1
-7.566,-10.484,1
-11.642,-6.7841,1
-6.6669,-12.991,1
-12.661,-4.7702,1
-1.3814,-13.656,1
5.511,-12.663,1
-4.3785,-9.7949,1
9.6947,-5.8799,1
-8.5021,-11.359,1
-7.7513,-10.49,1
-8.3756,-10.176,1
14.63,-2.579,1
1.7362,-12.386,1
-10.188,-7.4735,1
-10.469,-10.674,1
-3.9366,-13.726,1
-14.795,-1.6263,1
-0.71396,-13.677,1
-6.8666,-13.266,1
13.621,-1.6207,1
-7.7042,-8.5534,1
6.7782,-10.284,1
10.655,-7.5062,1
-6.6227,-11.34,1
8.3937,-10.41,1
-9.9429,-8.2176,1
-0.084076,-13.173,1
-12.722,-2.5234,1
4.2514,-12.086,1
-13.162,-4.9315,1
-5.3205,-12.293,1
-12.615,-5.9432,1
3.7366,-11.052,1
-2.668,-11.612,1
11.799,-0.19082,1
6.5518,-12.492,1
-10.676,-10.1,1
13.359,-6.0038,1
3.8734,-13.093,1
-9.7329,-5.9159,1
1.4825,-11.31,1
8.9386,-6.8767,1
4.0656,-13.48,1
-12.347,-6.3223,1
-9.5822,-7.4483,1
-12.809,-3.2719,1
-9.169,-10.881,1
9.9409,-10.59,1
-6.9652,-12.633,1
-14.304,-3.8128,1
-7.1081,-9.9583,1
12.839,-6.6526,1
-6.5173,-13.219,1
-13.255,-6.8856,1
5.0468,-10.98,1
-0.80164,-13.161,1
-12.584,-0.69463,1
10.652,-8.7854,1
-12.608,-6.7219,1
-13.233,-0.82579,1
-13.443,-2.4328,1
-10.007,-7.8731,1
-5.795,-13.538,1
-7.5664,-11.798,1
4.928,-13.153,1
-6.9399,-12.042,1
10.592,-4.6578,1
10.91,-5.5267,1
-3.3443,-11.965,1
10.105,-8.4788,1
-11.981,-3.3639,1
8.8767,-8.2603,1
11.669,-3.4693,1
12.068,-8.3492,1
14.11,-3.2634,1
11.651,-1.3219,1
12.305,-1.5952,1
14.074,-4.5618,1
1.0901,-12.896,1
-11.066,-5.9569,1
-13.849,-3.5197,1
-11.429,-0.86035,1
6.6047,-12.947,1
3.6379,-14.542,1
-12.282,-3.7043,1
2.8866,-9.853,1
6.4261,-10.988,1
1.6433,-13.858,1
-1.7601,-13.903,1
-3.7788,-11.697,1
-1.0093,-13.031,1
-1.2326,-14.781,1
12.223,-8.122,1
-9.4019,-11.566,1
-12.614,-6.5724,1
10.996,-9.4254,1
-9.2755,-5.6133,1
-5.7599,-12.875,1
3.5416,-11.527,1
8.5234,-9.9579,1
12.693,-7.9163,1
9.5195,-8.3557,1
-5.3553,-12.232,1
10.822,-7.4697,1
7.2822,-12.083,1
-2.3168,-13.652,1
-11.43,-1.5537,1
-1.2281,-12.805,1
-12.714,-6.004,1
9.4754,-5.1974,1
-12.64,-2.7881,1
7.4029,-8.2369,1
-13.875,-4.2931,1
13.26,-3.2634,1
13.817,-1.235,1
12.461,-7.6231,1
-7.4961,-12.092,1
-12.566,-1.6363,1
7.3749,-11.326,1
2.3141,-14.113,1
14.407,-1.188,1
-5.6165,-11.638,1
13.555,-4.2551,1
1.3944,-10.474,1
5.01,-12.989,1
11.581,-9.4186,1
11.706,-8.5611,1
9.9217,-9.3311,1
12.17,-4.2091,1
14.323,-4.2779,1
7.3651,-8.786,1
7.0124,-12.501,1
-5.1344,-12.159,1
-1.368,-12.614,1
-11.665,-5.8713,1
-1.1012,-11.437,1
14.691,-0.59754,1
11.716,-2.4796,1
7.6799,-11.834,1
14.818,-0.22474,1
-6.2128,-12.115,1
-11.144,-0.65204,1
-12.315,-2.807,1
-3.3863,-12.992,1
-0.67371,-10.988,1
6.5671,-12.356,1
-9.4607,-11.521,1
10.809,-3.2684,1
-6.3909,-12.499,1
0.7167,-14.303,1
-12.328,-4.8294,1
-9.8845,-11.046,1
14.945,-0.66739,1
-2.9873,-14.583,1
-11.124,-9.9778,1
-1.6184,-10.925,1
2.6852,-11.723,1
-10.957,-8.1679,1
3.1539,-14.185,1
-7.859,-12.595,1
-12.094,-2.9979,1
11.425,-6.6154,1
3.858,-12.44,1
-6.2956,-8.6679,1
-13.957,-4.7427,1
0.071203,-10.806,1
-5.8103,-12.544,1
-14.195,-2.8711,1
7.1295,-8.8632,1
-11.978,-3.6355,1
-7.2671,-10.756,1
14.172,-2.7399,1
-1.5377,-12.084,1
-4.0028,-13.845,1
-13.204,-1.7467,1
5.8535,-13.495,1
-10.182,-3.0123,1
13.765,-5.5228,1
-14.493,-2.306,1
-1.9955,-14.246,1
-6.5452,-12.883,1
7.9493,-11.676,1
-12.125,-2.0853,1
-11.164,-8.5837,1
-12.078,-4.1086,1
2.9815,-12.284,1
13.321,-4.6439,1
4.3807,-12.489,1
-8.4816,-11.867,1
8.4946,-7.8831,1
6.488,-13.203,1
-0.64026,-14.383,1
14.058,-0.13452,1
2.2959,-10.795,1
1.0485,-13.946,1
-7.3626,-11.832,1
-10.463,-0.79762,1
-8.1717,-6.4088,1
7.8067,-12.597,1
-7.6409,-8.8953,1
5.5719,-12.631,1
12.969,-4.207,1
11.324,-5.238,1
-9.9076,-10.953,1
10.055,-3.4299,1
4.7227,-12.381,1
-3.4241,-11.069,1
-13.255,-5.6238,1
-12.561,-4.0251,1
-12.396,-7.2863,1
11.376,-5.1219,1
-5.3629,-12.813,1
-1.6932,-13.146,1
-10.013,-6.9636,1
-14.306,-3.8789,1
-13.212,-0.6745,1
9.9757,-10.541,1
1.4803,-13.887,1
-12.421,-2.3634,1
12.732,-4.3123,1
3.3916,-11.418,1
-9.116,-7.4177,1
-11.123,-8.6895,1
-0.45706,-14.555,1
-11.123,-7.6956,1
-3.8013,-12.214,1
14.59,-2.101,1
-13.134,-4.1944,1
11.468,-4.0069,1
14.234,-4.5864,1
1.8387,-13.262,1
11.607,-5.4615,1
-14.527,-0.68894,1
4.1323,-13.946,1
5.9392,-12.996,1
-6.4498,-11.692,1
11.43,-7.7307,1
10.84,-6.9855,1
-11.314,-7.8188,1
11.863,-2.2739,1
11.859,-7.6434,1
10.892,-9.5386,1
4.5115,-10.871,1
6.9506,-13.077,1
-9.8293,-6.8046,1
0.17399,-14.432,1
-10.53,-5.3376,1
2.9799,-11.582,1
7.3844,-10.859,1
13.094,-4.3683,1
11.616,-6.059,1
10.532,-10.655,1
-6.3383,-11.101,1
-9.5366,-4.8312,1
12.484,-6.2367,1
-12.712,-0.9085,1
-8.801,-11.801,1
9.8622,-6.7475,1
-3.2448,-13.246,1
13.001,-0.068697,1
-13.261,-2.2827,1
5.1566,-10.286,1
5.0609,-13.949,1
10.659,-7.9069,1
1.2048,-12.063,1
-10.822,-0.5539,1
9.389,-9.0028,1
-11.461,-7.061,1
-8.2204,-10.855,1
-10.917,-8.1684,1
-1.0385,-12.233,1
7.4991,-9.198,1
-9.6762,-11.369,1
-3.4172,-14.344,1
7.7578,-12.055,1
8.4968,-11.024,1
-10.413,-8.5123,1
-10.723,-9.9887,1
-8.9784,-11.549,1
11.183,-9.8379,1
-13.121,-5.6407,1
2.9894,-12.332,1
-0.88767,-14.444,1
-7.1964,-12.309,1
-7.9541,-11.532,1
-13.148,-1.8609,1
-11.841,-4.5661,1
9.508,-9.5998,1
2.3085,-12.836,1
4.8032,-14.038,1
2.75,-11.78,1
-13.79,-0.011869,1
-9.6827,-9.4762,1
12.94,-5.6166,1
-11.021,-6.3134,1
14.675,-1.5931,1
-9.8347,-10.683,1
10.987,-4.2017,1
11.87,-0.20765,1
-7.0889,-13.201,1
-9.824,-9.2667,1
6.4972,-9.9697,1
4.4455,-11.885,1
12.017,-6.0017,1
11.262,-0.50469,1
-8.7768,-10.19,1
-6.3158,-11.023,1
9.474,-11.401,1
7.4488,-10.689,1
-11.915,-5.8808,1
-4.4582,-13.501,1
4.6135,-10.151,1
-11.522,-4.6007,1
7.5999,-12.352,1
14.547,-0.57796,1
-11.97,-6.7616,1
-8.9853,-9.7508,1
2.2712,-11.797,1
-9.0182,-11.027,1
-4.4506,-13.071,1
-12.515,-0.7962,1
-13.698,-5.2393,1
-5.4981,-12.415,1
1.4082,-12.528,1
-7.013,-8.7002,1
-11.688,-8.6043,1
-6.4917,-11.169,1
-13.795,-1.8126,1
-1.9831,-11.253,1
-13.793,-3.6756,1
5.3584,-11.789,1
-9.8233,-10.831,1
4.9205,-13.617,1
2.3747,-13.753,1
1.8003,-11.187,1
12.063,-2.7913,1
-7.7263,-11.938,1
5.6767,-9.775,1
11.797,-1.2067,1
4.4318,-12.06,1
11.312,-6.7871,1
-11.036,-8.4645,1
-5.3337,-11.681,1
-12.435,-7.1705,1
10.681,-8.7992,1
-0.24007,-10.434,1
-6.7321,-9.7073,1
12.349,-7.1283,1
-10.483,-8.6056,1
-8.3031,-9.1787,1
3.8612,-13.835,1
-2.1363,-12.779,1
3.2891,-14.563,1
14.169,-4.6883,1
-3.678,-14.515,1
12.969,-4.1973,1
5.5136,-13.33,1
13.915,-2.9643,1
2.9046,-12.589,1
-8.0158,-12.316,1
-0.34521,-12.097,1
-3.0849,-11.348,1
11.777,-7.9202,1
-12.573,-5.8789,1
12.692,-2.9591,1
-10.924,-7.272,1
-0.42764,-14.404,1
-12.4,-1.9138,1
7.129,-12.165,1
-4.6068,-12.327,1
13.228,-4.4906,1
6.3237,-10.024,1
-11.51,-3.3721,1
-13.523,-1.8602,1
0.67824,-14.539,1
-14.519,-1.1514,1
-0.46187,-13.411,1
-10.013,-10.711,1
1.9661,-11.843,1
13.689,-2.7295,1
6.7674,-9.785,1
